Year,Area,Street,Street 2,Strange HTML
2012,," Skydome̴concourse,̴Coventry̴city̴centre"," Skydome concourse, Coventry city centre",
2012,," Skydome̴Concourse,̴Coventry."," Skydome Concourse, Coventry.",
2012,,Skydome̴concourse.,Skydome concourse.,
2012,,skydome̴Coventry,skydome Coventry,
2012,,Somerset̴Road,Somerset Road,
2012,,spon̴st̴Coventry,spon st Coventry,
2012,,Spon̴Street,Spon Street,
2012,,Spon̴Street,Spon Street,
2012,,Spon̴Street,Spon Street,
2012,,Spon̴Street,Spon Street,
2012,,spon̴street,spon street,
2012,," Spon̴Street̴,̴Coventry."," Spon Street , Coventry.",
2012,," Spon̴Street,̴Coventry"," Spon Street, Coventry",
2012,," Spon̴Street,̴Coventry"," Spon Street, Coventry",
2012,," Spon̴Street,̴Coventry"," Spon Street, Coventry",
2012,,St̴Patricks̴Road,St Patricks Road,
2012,," st̴thomas̴road,̴longford,̴coventry"," st thomas road, longford, coventry",
2012,," Station̴Square,̴Coventry"," Station Square, Coventry",
2012,," Station̴Square,̴Coventry"," Station Square, Coventry",
2012,," Station̴Square,̴Coventry"," Station Square, Coventry",
2012,,Stoney̴̴Stanton̴rd,Stoney  Stanton rd,
2012,,stoney̴stanton̴road,stoney stanton road,
2012,,stoney̴stanton̴road,stoney stanton road,
2012,,stoney̴stanton̴road,stoney stanton road,
2012,,stoney̴stanton̴road,stoney stanton road,
2012,,stoney̴stanton̴road,stoney stanton road,
2012,,tamworth̴road,tamworth road,
2012,," Tanyard̴Close̴,Tanyard̴Farm̴,Coventry."," Tanyard Close ,Tanyard Farm ,Coventry.",
2012,,Tarquin̴Close,Tarquin Close,
2012,,Taxi̴rank̴train̴station̴coventry,Taxi rank train station coventry,
2012,,The̴Burges,The Burges,
2012,,The̴Burgess,The Burgess,
2012,,The̴Burgess,The Burgess,
2012,,The̴Butts,The Butts,
2012,," The̴Castle̴Pub,̴Little̴Park̴St̴,Coventry."," The Castle Pub, Little Park St ,Coventry.",
2012,,The̴Chesils,The Chesils,
2012,,The̴Flying̴Standard̴Public̴House,The Flying Standard Public House,
2012,,The̴Grapes̴ph̴o/s,The Grapes ph o/s,
2012,,Trafalgar̴̴House,Trafalgar  House,
2012,,Trinity̴St,Trinity St,
2012,,Trinity̴Street,Trinity Street,
2012,,Trinity̴Street,Trinity Street,
2012,,Trinity̴Street,Trinity Street,
2012,,UHCW,UHCW,
2012,,University̴hospital,University hospital,
2012,,University̴Hospital̴Coventry,University Hospital Coventry,
2012,," Unniversity̴Hospital,̴Coventry"," Unniversity Hospital, Coventry",
2012,,Upper̴Spon̴Street,Upper Spon Street,
2012,,Victoria̴street,Victoria street,
2012,,Wallace̴Rd,Wallace Rd,
2012,,Walsgrave̴Hospital.,Walsgrave Hospital.,
2012,,walsgrave̴Rd,walsgrave Rd,
2012,,Walsgrave̴Road,Walsgrave Road,
2012,,Warwick̴Rd,Warwick Rd,
2012,,warwick̴row̴coventry,warwick row coventry,
2012,,West̴Avenue,West Avenue,
2012,,wILLENHALL̴laNE,wILLENHALL laNE,
2012,,wILLENHALL̴laNE,wILLENHALL laNE,
2012,,Windsor̴St,Windsor St,
2012,,Windsor̴St,Windsor St,
2012,,Winsor̴Street,Winsor Street,
2012,," Woodway̴Lane̴,Coventry."," Woodway Lane ,Coventry.",
2012,,Wyken̴Croft,Wyken Croft,
2012,,Yardley̴Street,Yardley Street,
2012,Dudley,Hagley̴road̴̴Halesowen,Hagley road  Halesowen,
2012,,Bachelor̴Close,Bachelor Close,
2012,," Bearwood̴Road̴,̴Bearwood"," Bearwood Road , Bearwood",
2012,," Bell̴St,̴Stourbridge"," Bell St, Stourbridge",
2012,," bhan̴Road,"," bhan Road,",
2012,,BHPS̴Front̴Office,BHPS Front Office,
2012,,Birmingham̴New̴Road,Birmingham New Road,
2012,," Birmingham̴Street,̴Stourbridge"," Birmingham Street, Stourbridge",
2012,," Birmingham̴Street,̴Stourbridge"," Birmingham Street, Stourbridge",
2012,," Bridfgnorth̴Road,̴Stourbridge"," Bridfgnorth Road, Stourbridge",
2012,,Brierley̴Hill̴High̴Street,Brierley Hill High Street,
2012,,Bus̴station̴Dudley,Bus station Dudley,
2012,," Bus̴station,̴Merry̴Hill̴Centre"," Bus station, Merry Hill Centre",
2012,," Castle̴Hill,̴Dudley"," Castle Hill, Dudley",
2012,," Castle̴Hill,̴Dudley"," Castle Hill, Dudley",
2012,,Charles̴Ave,Charles Ave,
2012,," Church̴St,̴B̴hill"," Church St, B hill",
2012,," Church̴St,̴Stourbridge"," Church St, Stourbridge",
2012,,Cinder̴Bank̴Dudley,Cinder Bank Dudley,
2012,,Clifton̴PH̴Sedgley,Clifton PH Sedgley,
2012,,clydesdale̴tower,clydesdale tower,
2012,,Cobden̴Street,Cobden Street,
2012,,Corbett̴Crescent̴Stourbridge,Corbett Crescent Stourbridge,
2012,,coventry̴street,coventry street,
2012,," Delph̴Rd,̴B̴Hill"," Delph Rd, B Hill",
2012,,dingle̴road̴dudley,dingle road dudley,
2012,,Dudley̴Bus̴station,Dudley Bus station,
2012,,dudley̴high̴street,dudley high street,
2012,,Dudley̴police̴station,Dudley police station,
2012,," Envill̴Street̴,̴Stourbridge"," Envill Street , Stourbridge",
2012,,Enville̴Street̴Stourbridge,Enville Street Stourbridge,
2012,,front̴office̴brierley̴hill̴police̴station,front office brierley hill police station,
2012,,Gaimage̴Street,Gaimage Street,
2012,,hagley̴road,hagley road,
2012,,Hagley̴Road̴Stourbridge,Hagley Road Stourbridge,
2012,,Halesowen̴bus̴station,Halesowen bus station,
2012,,Halesowen̴bus̴station,Halesowen bus station,
2012,,Halesowen̴police̴station,Halesowen police station,
2012,,Hall̴street̴Dudley,Hall street Dudley,
2012,," harvester,̴hagley̴road"," harvester, hagley road",
2012,," High̴̴Street̴,̴Brierley̴Hill"," High  Street , Brierley Hill",
2012,,high̴st̴bhill,high st bhill,
2012,,High̴St̴Dudley,High St Dudley,
2012,,high̴st̴stourbridge,high st stourbridge,
2012,,high̴st̴stourbridge,high st stourbridge,
2012,," High̴St,̴B̴Hill"," High St, B Hill",
2012,," High̴St,̴Lye"," High St, Lye",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,,high̴street,high street,
2012,,high̴street,high street,
2012,,High̴street,High street,
2012,,High̴street,High street,
2012,,High̴street,High street,
2012,," HIgh̴Street̴,̴Stourbridge"," HIgh Street , Stourbridge",
2012,," High̴Street̴,̴Stourbridge"," High Street , Stourbridge",
2012,," High̴Street̴,̴Stourbridge"," High Street , Stourbridge",
2012,,High̴Street̴Brierley̴Hill,High Street Brierley Hill,
2012,,high̴street̴brierley̴hill,high street brierley hill,
2012,,high̴street̴brierley̴hill,high street brierley hill,
2012,,High̴Street̴stourbridge,High Street stourbridge,
2012,,high̴street̴stourbridge,high street stourbridge,
2012,,high̴street̴stourbridge,high street stourbridge,
2012,,High̴Street̴Stourbridge,High Street Stourbridge,
2012,,High̴Street̴Stourbridge,High Street Stourbridge,
2012,," High̴Street,̴Dudley"," High Street, Dudley",
2012,," High̴Street,̴Lye"," High Street, Lye",
2012,," High̴Street,̴Lye."," High Street, Lye.",
2012,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2012,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2012,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2012,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2012,," Highland̴Road,̴Dudley"," Highland Road, Dudley",
2012,," Hill̴Street,̴Brierley̴Hill"," Hill Street, Brierley Hill",
2012,,Hillside̴Rd,Hillside Rd,
2012,,Home̴address,Home address,
2012,," Level̴street̴,̴Brierley̴hill"," Level street , Brierley hill",
2012,,lye̴high̴street,lye high street,
2012,,Malvern̴Crescent,Malvern Crescent,
2012,," Market̴St,̴Kford"," Market St, Kford",
2012,,merry̴hill,merry hill,
2012,,New̴St,New St,
2012,,new̴st̴dudley,new st dudley,
2012,,new̴st̴dudley,new st dudley,
2012,," New̴Street,̴Dudley"," New Street, Dudley",
2012,," North̴Street,̴Dudley"," North Street, Dudley",
2012,,Norton̴Road,Norton Road,
2012,,Oakfield̴road̴Wollescote,Oakfield road Wollescote,
2012,,OS̴BHPS,OS BHPS,
2012,,overend̴rd,overend rd,
2012,,park̴road̴netherton,park road netherton,
2012,," Pedmore̴Road,Lye"," Pedmore Road,Lye",
2012,,Quarry̴Bank̴High̴Street,Quarry Bank High Street,
2012,,queens̴way̴halesowen,queens way halesowen,
2012,," Springfield̴Rd,̴Blackheath"," Springfield Rd, Blackheath",
2012,,St̴Michaels̴Street̴West̴Bromwich,St Michaels Street West Bromwich,
2012,,Stourbridge̴High̴ST,Stourbridge High ST,
2012,,Stourbridge̴high̴street,Stourbridge high street,
2012,,stourbridge̴high̴street,stourbridge high street,
2012,,Stourbridge̴High̴Street,Stourbridge High Street,
2012,,stourbridge̴high̴street,stourbridge high street,
2012,,Stourbridge̴High̴Street,Stourbridge High Street,
2012,,Stourbridge̴town̴centre,Stourbridge town centre,
2012,,sunderland̴drive̴amblecote,sunderland drive amblecote,
2012,,sunderland̴drive̴amblecote,sunderland drive amblecote,
2012,,sunderland̴drive̴amblecote,sunderland drive amblecote,
2012,,sunderland̴drive̴amblecote,sunderland drive amblecote,
2012,," The̴Forge,̴Cradley̴Heath"," The Forge, Cradley Heath",
2012,," Tower̴st,̴Dudley"," Tower st, Dudley",
2012,," Tower̴Street,̴Dudley"," Tower Street, Dudley",
2012,," Trident̴centre,̴Dudley"," Trident centre, Dudley",
2012,,Wolverhampton̴Street̴Dudley,Wolverhampton Street Dudley,
2012,," Worcester̴St,̴Stourbridge"," Worcester St, Stourbridge",
2012,," Worcester̴St,̴Stourbridge"," Worcester St, Stourbridge",
2012,," Worcester̴St,̴Stourbridge"," Worcester St, Stourbridge",
2012,," Worcester̴St,̴Stourbridge"," Worcester St, Stourbridge",
2012,," Worcester̴St,̴Stourbridge"," Worcester St, Stourbridge",
2012,Solihull,Anchor̴Lane,Anchor Lane,
2012,,Apres̴Solihull̴Town̴Centre,Apres Solihull Town Centre,
2012,,Aspen̴Dr̴CWTC,Aspen Dr CWTC,
2012,,Bham̴International,Bham International,
2012,,Bham̴International,Bham International,
2012,,BHX,BHX,
2012,,BHX,BHX,
2012,,bhx,bhx,
2012,,BHX̴�����̴Terminal̴1,BHX ����� Terminal 1,
2012,,Birch̴Croft,Birch Croft,
2012,,birmingham̴airport,birmingham airport,
2012,,Birmingham̴International̴̴Airport,Birmingham International  Airport,
2012,," Blossomfield̴Road,̴Solihull"," Blossomfield Road, Solihull",
2012,,Boldmere̴Gate,Boldmere Gate,
2012,,bosworth̴drive,bosworth drive,
2012,,bp̴warwick̴rd̴olton,bp warwick rd olton,
2012,," Bradford̴Road,̴Castle̴Brom"," Bradford Road, Castle Brom",
2012,,burges,burges,
2012,,burges,burges,
2012,,Campden̴Green,Campden Green,
2012,,chapelhouse̴rd,chapelhouse rd,
2012,,chester̴rd,chester rd,
2012,,chester̴rd,chester rd,
2012,,chester̴rd,chester rd,
2012,," Chester̴Road,̴Castlebromwich"," Chester Road, Castlebromwich",
2012,," chester̴road,̴kingshurst"," chester road, kingshurst",
2012,," Churchill̴Road,̴Solihull"," Churchill Road, Solihull",
2012,,Clopton̴Crescent,Clopton Crescent,
2012,,Clopton̴Crescent,Clopton Crescent,
2012,," cooks̴lane,̴chelmsley̴wood"," cooks lane, chelmsley wood",
2012,,drury̴lane,drury lane,
2012,," Drury̴Lane̴,Solihull."," Drury Lane ,Solihull.",
2012,,Farthings̴PH̴̴̴Green̴Lane,Farthings PH   Green Lane,
2012,," Forth̴Drive,̴Chelmsley̴Wood"," Forth Drive, Chelmsley Wood",
2012,," glebe̴road,̴solihull"," glebe road, solihull",
2012,," Green̴lane̴,̴Shirley"," Green lane , Shirley",
2012,," Greville̴Pub,̴Solihull,̴Birmingham"," Greville Pub, Solihull, Birmingham",
2012,,harvester̴pub̴solihull,harvester pub solihull,
2012,,heaton̴rd̴solihull,heaton rd solihull,
2012,,helmsford̴Drive,helmsford Drive,
2012,,Helmswood̴Drive,Helmswood Drive,
2012,,High̴St̴Knowle,High St Knowle,
2012,,high̴st̴solihull,high st solihull,
2012,,high̴st̴solihull,high st solihull,
2012,,High̴St̴Solihull,High St Solihull,
2012,,High̴St̴Solihull,High St Solihull,
2012,," High̴St,̴Solihull"," High St, Solihull",
2012,," high̴st,̴solihull"," high st, solihull",
2012,," High̴St,̴Solihull"," High St, Solihull",
2012,,High̴Street,High Street,
2012,,High̴Street,High Street,
2012,,High̴Street,High Street,
2012,,High̴Street,High Street,
2012,,High̴Street,High Street,
2012,,High̴street̴̴OS̴Hogs̴Head,High street  OS Hogs Head,
2012,," High̴Street̴,̴Solihull"," High Street , Solihull",
2012,,High̴Street̴Solihull,High Street Solihull,
2012,,High̴Street̴Solihull,High Street Solihull,
2012,,High̴Street̴Solihull,High Street Solihull,
2012,," high̴street,̴solihull"," high street, solihull",
2012,,Homer̴Road,Homer Road,
2012,,homer̴road,homer road,
2012,,homer̴road̴solihull,homer road solihull,
2012,,Hurst̴Lane̴north̴J/W̴Green̴Lane,Hurst Lane north J/W Green Lane,
2012,," Kilcote̴Road,̴Shirley"," Kilcote Road, Shirley",
2012,,Knowle̴Park,Knowle Park,
2012,," Lode̴Lane,̴Solihull,̴Birmingham"," Lode Lane, Solihull, Birmingham",
2012,,London̴Road,London Road,
2012,,M42,M42,
2012,,Mc̴Donalds̴High̴St̴Solihull,Mc Donalds High St Solihull,
2012,,mell̴square,mell square,
2012,," Mortons,̴Dickens̴heath,̴Solihull"," Mortons, Dickens heath, Solihull",
2012,,NEC,NEC,
2012,," o/s̴bangor̴house,̴forth̴drive,̴chelmsley̴wood"," o/s bangor house, forth drive, chelmsley wood",
2012,," o/s̴hoggs̴head̴PH,̴Poplar̴Road,̴Solihull"," o/s hoggs head PH, Poplar Road, Solihull",
2012,,O/S̴Hoggs̴head̴Poplar̴Way̴solihull,O/S Hoggs head Poplar Way solihull,
2012,," o/s̴Kings̴High̴St,̴Solihull"," o/s Kings High St, Solihull",
2012,," o/s̴Kings,̴Solihull"," o/s Kings, Solihull",
2012,," O/S̴LANGLEY̴HALL̴SOCIAL̴CLUB,̴LANGLEY̴HALL̴RD,̴OLTON"," O/S LANGLEY HALL SOCIAL CLUB, LANGLEY HALL RD, OLTON",
2012,,O/S̴TOuchwood̴Centre̴Poplar̴Road̴Solihull,O/S TOuchwood Centre Poplar Road Solihull,
2012,,Olton̴Railway̴Station,Olton Railway Station,
2012,,Olton̴Tavern,Olton Tavern,
2012,," OS̴Assembly̴Rooms,̴Poplar̴Road,̴Solihull"," OS Assembly Rooms, Poplar Road, Solihull",
2012,," OS̴Masons̴PH,̴High̴Street̴Solihull"," OS Masons PH, High Street Solihull",
2012,,OS̴Solihull̴Hospital,OS Solihull Hospital,
2012,,OS̴Solihull̴Hospital,OS Solihull Hospital,
2012,,OS̴Solihull̴Hospital,OS Solihull Hospital,
2012,,Outside̴the̴Waterside̴Bar,Outside the Waterside Bar,
2012,,pine̴square̴chelsmley̴wood,pine square chelsmley wood,
2012,," Plume̴of̴Feathers̴public̴house,̴Stratford̴Road,̴Shirley"," Plume of Feathers public house, Stratford Road, Shirley",
2012,," Poplar̴Avenue̴,Solihull."," Poplar Avenue ,Solihull.",
2012,,Poplar̴Rd,Poplar Rd,
2012,,poplar̴rd̴solihull,poplar rd solihull,
2012,,Poplar̴Rd̴Solihull̴Town̴Cebtre,Poplar Rd Solihull Town Cebtre,
2012,,Poplar̴Rd̴Solihull̴Town̴Centre,Poplar Rd Solihull Town Centre,
2012,,Poplar̴Rd̴Town̴Centre̴Solihull,Poplar Rd Town Centre Solihull,
2012,," poplar̴rd,̴solihull"," poplar rd, solihull",
2012,,Poplar̴Road,Poplar Road,
2012,,Poplar̴Road,Poplar Road,
2012,,Poplar̴Road,Poplar Road,
2012,,Poplar̴Road,Poplar Road,
2012,,Poplar̴Road,Poplar Road,
2012,,Poplar̴Road,Poplar Road,
2012,,Poplar̴Road̴Solihull,Poplar Road Solihull,
2012,,poplar̴road̴solihull,poplar road solihull,
2012,,poplar̴road̴solihull,poplar road solihull,
2012,," Poplar̴Road,̴Solihull"," Poplar Road, Solihull",
2012,," Poplar̴Road,̴Solihull"," Poplar Road, Solihull",
2012,," Poplar̴Road,̴Solihull"," Poplar Road, Solihull",
2012,," Poplar̴Road,̴Solihull"," Poplar Road, Solihull",
2012,,poplar̴way.,poplar way.,
2012,,Ppoplar̴road,Ppoplar road,
2012,," premier̴inn,̴stratford̴road"," premier inn, stratford road",
2012,," Radlow̴Crescent,̴Marston̴Green"," Radlow Crescent, Marston Green",
2012,,ramada̴hotel,ramada hotel,
2012,,rover̴drive,rover drive,
2012,,rover̴drive,rover drive,
2012,,Saddlers̴Arms,Saddlers Arms,
2012,,Shirral̴Grove,Shirral Grove,
2012,,solihull̴high̴street,solihull high street,
2012,,Solihull̴High̴Street,Solihull High Street,
2012,,Solihull̴Town̴centre,Solihull Town centre,
2012,,solihull̴town̴centre,solihull town centre,
2012,,Solihull̴Town̴Centre,Solihull Town Centre,
2012,,Solihull̴Town̴Centre,Solihull Town Centre,
2012,,Station̴Rd̴Solihull,Station Rd Solihull,
2012,,Station̴Road,Station Road,
2012,,Station̴Road,Station Road,
2012,,Station̴road̴Solihull,Station road Solihull,
2012,," Station̴Road,̴Solihull."," Station Road, Solihull.",
2012,,Stratford̴Road,Stratford Road,
2012,,Stratford̴Road̴Shirley,Stratford Road Shirley,
2012,,The̴bear̴at̴Berkswell,The bear at Berkswell,
2012,,The̴Cresent̴Solihull,The Cresent Solihull,
2012,,The̴Radleys,The Radleys,
2012,," Three̴Horseshoes,̴Sheldon"," Three Horseshoes, Sheldon",
2012,,Touchwood̴Centre,Touchwood Centre,
2012,,Warwick̴Road,Warwick Road,
2012,,Warwick̴Road̴Olton,Warwick Road Olton,
2012,,warwick̴road̴solihull,warwick road solihull,
2012,,Widney̴Lane/̴Blossomfield̴tennis̴club,Widney Lane/ Blossomfield tennis club,
2012,Sandwell,Abraham̴Darby̴Public̴House,Abraham Darby Public House,
2012,," All̴Saints̴Way,̴West̴bromwich"," All Saints Way, West bromwich",
2012,,arcadian̴�����̴birmingham,arcadian ����� birmingham,
2012,,arcadian̴�����̴birmingham,arcadian ����� birmingham,
2012,,asda̴great̴bridge,asda great bridge,
2012,,bearwood̴High̴Street,bearwood High Street,
2012,,Bearwood̴high̴street,Bearwood high street,
2012,,Bearwood̴High̴Street,Bearwood High Street,
2012,,Bearwood̴rd,Bearwood rd,
2012,,Bearwood̴road,Bearwood road,
2012,,Bearwood̴Road,Bearwood Road,
2012,," Bet̴Fred,̴Duchess̴Park,̴West̴Bromwich"," Bet Fred, Duchess Park, West Bromwich",
2012,," BetFred,̴West̴Bromwich"," BetFred, West Bromwich",
2012,,Bham̴street̴stourbridge,Bham street stourbridge,
2012,," Birch̴Road,̴Oldbury"," Birch Road, Oldbury",
2012,,Blackheath̴housing̴office,Blackheath housing office,
2012,," Bourne̴Avenue,̴Tipton"," Bourne Avenue, Tipton",
2012,,bridge̴st,bridge st,
2012,,Bridgnorth̴Rd,Bridgnorth Rd,
2012,,Brook̴ST,Brook ST,
2012,,Burntree,Burntree,
2012,,cape̴hill,cape hill,
2012,," Carters̴Green,̴West̴Bromwich"," Carters Green, West Bromwich",
2012,," Carters̴Green,̴West̴Bromwich"," Carters Green, West Bromwich",
2012,," Carters̴Green,̴West̴Bromwich"," Carters Green, West Bromwich",
2012,,Causeway̴Rowley,Causeway Rowley,
2012,," Chapel̴Street,̴Oldbury"," Chapel Street, Oldbury",
2012,," Chip̴shop,̴great̴bridge̴tipton"," Chip shop, great bridge tipton",
2012,,Church̴Street̴Old̴Hill,Church Street Old Hill,
2012,,Church̴street̴Oldbury,Church street Oldbury,
2012,," Church̴street,̴oldbury"," Church street, oldbury",
2012,,clairmint̴road̴smethwick,clairmint road smethwick,
2012,,Claremont̴Road̴Smethwick,Claremont Road Smethwick,
2012,,clifford̴road,clifford road,
2012,," Collins̴Street,̴West̴Bromwich"," Collins Street, West Bromwich",
2012,," Collins̴Street,̴West̴Bromwich"," Collins Street, West Bromwich",
2012,,Cumberland̴Road̴Wednesbury,Cumberland Road Wednesbury,
2012,,Delville̴Terrace,Delville Terrace,
2012,,Desi̴Marsla̴West̴Bromwich,Desi Marsla West Bromwich,
2012,,Dilshad̴Restaurant̴Oldbury̴Road̴Blackheath,Dilshad Restaurant Oldbury Road Blackheath,
2012,,Dudley̴Road,Dudley Road,
2012,,dudley̴road̴east,dudley road east,
2012,,Dudley̴Road̴East̴Tividale,Dudley Road East Tividale,
2012,," Edward̴Street,̴West̴Bromwich"," Edward Street, West Bromwich",
2012,," Elm̴Tree̴Way,̴Cradley̴Heath"," Elm Tree Way, Cradley Heath",
2012,,Forge̴Lane,Forge Lane,
2012,,Front̴Office̴Smethwick,Front Office Smethwick,
2012,,grange̴Road̴Cradley,grange Road Cradley,
2012,," gregory̴avenue,̴Weoley̴Castle"," gregory avenue, Weoley Castle",
2012,,H/A,H/A,
2012,,Habberly̴Road,Habberly Road,
2012,,Hagley̴Road̴West,Hagley Road West,
2012,,Haig̴Street,Haig Street,
2012,," halesowen̴Road,̴Cradley"," halesowen Road, Cradley",
2012,,HANNOVER̴ROAD,HANNOVER ROAD,
2012,," Hanover̴Road,̴Rowley̴regis"," Hanover Road, Rowley regis",
2012,,Harborne̴Stores̴Harborne,Harborne Stores Harborne,
2012,,Harborne̴Stores̴Harborne,Harborne Stores Harborne,
2012,,Hargate̴Arms̴Public̴House,Hargate Arms Public House,
2012,," Hasbury̴PH,̴Halesowen"," Hasbury PH, Halesowen",
2012,," Hasbury̴PH,̴Halesowen"," Hasbury PH, Halesowen",
2012,," Hasbury̴PH,̴Halesowen"," Hasbury PH, Halesowen",
2012,,HENDERSON̴WAY,HENDERSON WAY,
2012,,HERMIT̴STREET,HERMIT STREET,
2012,,high̴st̴smethwick,high st smethwick,
2012,,high̴st̴WB,high st WB,
2012,,HIGH̴ST̴WEST̴BROM,HIGH ST WEST BROM,
2012,,high̴st̴west̴bromwich,high st west bromwich,
2012,,High̴Street̴Smethwick,High Street Smethwick,
2012,,high̴street̴wednesbury,high street wednesbury,
2012,,High̴Street̴West̴Bromwich,High Street West Bromwich,
2012,,High̴Street̴Wollaston.,High Street Wollaston.,
2012,," High̴Street,̴Smethwick"," High Street, Smethwick",
2012,," High̴Street,̴Smethwick"," High Street, Smethwick",
2012,," High̴Street,̴Wednesbury"," High Street, Wednesbury",
2012,," High̴Street,̴West̴Bromwich"," High Street, West Bromwich",
2012,," High̴Street,̴West̴Bromwich"," High Street, West Bromwich",
2012,," High̴Street,̴West̴Bromwich"," High Street, West Bromwich",
2012,," High̴Street,̴West̴Bromwich"," High Street, West Bromwich",
2012,," High̴Street,̴West̴Bromwich."," High Street, West Bromwich.",
2012,,High̴Streetm̴West̴Brom,High Streetm West Brom,
2012,," Hill̴Top,̴West̴Bromwich"," Hill Top, West Bromwich",
2012,,Holiday̴Inn̴Oldbury,Holiday Inn Oldbury,
2012,,Holiday̴Inn̴Oldbury,Holiday Inn Oldbury,
2012,,Holly̴lane,Holly lane,
2012,,Horseley̴Heath,Horseley Heath,
2012,,horsley̴heath̴road,horsley heath road,
2012,,Johnson̴Road,Johnson Road,
2012,,King̴street̴Dudley,King street Dudley,
2012,,Knights̴Quest̴Blackheath,Knights Quest Blackheath,
2012,,lakeside̴PH̴car̴park,lakeside PH car park,
2012,,Littleton̴Street̴West̴Bromwich,Littleton Street West Bromwich,
2012,,londonderry̴lane,londonderry lane,
2012,,londonderry̴rd,londonderry rd,
2012,,Long̴Lane,Long Lane,
2012,," Mallen̴St̴,̴Oldbury"," Mallen St , Oldbury",
2012,," Market̴Place,̴Dudley"," Market Place, Dudley",
2012,,Mcdonalds̴Great̴Bridge,Mcdonalds Great Bridge,
2012,,Mill̴Hill̴Smethwick,Mill Hill Smethwick,
2012,,MILLFIELDS̴ROAD,MILLFIELDS ROAD,
2012,,Moor̴Street,Moor Street,
2012,,Moore̴Street,Moore Street,
2012,," Newton̴Rd,̴Great̴Barr"," Newton Rd, Great Barr",
2012,," Nimth̴Road,̴Dudley"," Nimth Road, Dudley",
2012,," Nimth̴Road,̴Dudley"," Nimth Road, Dudley",
2012,," Nimth̴Road,̴Dudley"," Nimth Road, Dudley",
2012,," Nimth̴Road,̴Dudley"," Nimth Road, Dudley",
2012,," Nimth̴Road,̴Dudley"," Nimth Road, Dudley",
2012,," Nimth̴Road,̴Dudley"," Nimth Road, Dudley",
2012,," Nimth̴Road,̴Dudley"," Nimth Road, Dudley",
2012,," Nimth̴Road,̴Dudley"," Nimth Road, Dudley",
2012,," Nimth̴Road,̴Dudley"," Nimth Road, Dudley",
2012,," Nimth̴Road,̴Dudley"," Nimth Road, Dudley",
2012,," Nimth̴Road,̴Dudley"," Nimth Road, Dudley",
2012,," O/S̴Hotel̴Denara,̴̴Bearwood"," O/S Hotel Denara,  Bearwood",
2012,,Old̴chapel̴rd,Old chapel rd,
2012,,Oldbury̴Road,Oldbury Road,
2012,,Oldbury̴Road̴Oldbury,Oldbury Road Oldbury,
2012,,Peaks̴Road,Peaks Road,
2012,," Pound̴Road,̴Oldbury"," Pound Road, Oldbury",
2012,," Pound̴Road,̴Oldbury"," Pound Road, Oldbury",
2012,," powke̴Lane,̴Oldbury"," powke Lane, Oldbury",
2012,,Powys̴ave,Powys ave,
2012,,Pritchard̴Close,Pritchard Close,
2012,," Queens̴Road,̴Smethwick"," Queens Road, Smethwick",
2012,," Ragland̴Road,̴Smethwick"," Ragland Road, Smethwick",
2012,,Reform̴Way,Reform Way,
2012,,Regent̴Court̴Smethwick,Regent Court Smethwick,
2012,," Regent̴Road,̴Tividale"," Regent Road, Tividale",
2012,,rolf̴street̴station,rolf street station,
2012,," Royal̴Chicken,̴Horsley̴Heath"," Royal Chicken, Horsley Heath",
2012,,Samson̴and̴Lion̴Pub,Samson and Lion Pub,
2012,,sandwell̴hospital,sandwell hospital,
2012,,School̴St,School St,
2012,,school̴street,school street,
2012,,sedgley̴road̴west,sedgley road west,
2012,,sedgley̴road̴west,sedgley road west,
2012,,shaftsbury̴street,shaftsbury street,
2012,,Slater̴Street̴Great̴Bridge,Slater Street Great Bridge,
2012,,south̴bank̴road,south bank road,
2012,," Spon̴Lane,̴West̴Bromwich"," Spon Lane, West Bromwich",
2012,,St̴Micheals̴Street̴West̴Brom,St Micheals Street West Brom,
2012,,stone̴street,stone street,
2012,,Stourbridge̴High̴Street,Stourbridge High Street,
2012,,Stourbridge̴Road,Stourbridge Road,
2012,,STUART̴ROAD̴�����̴ROWLEY̴REGIS,STUART ROAD ����� ROWLEY REGIS,
2012,,Tame̴Rd,Tame Rd,
2012,," Tesco̴Express,̴Selly̴Oak"," Tesco Express, Selly Oak",
2012,,tescos̴burntree,tescos burntree,
2012,,the̴legends,the legends,
2012,,upper̴high̴street,upper high street,
2012,,vicarage̴road̴smethwick,vicarage road smethwick,
2012,," Victoria̴Park,̴Tipton"," Victoria Park, Tipton",
2012,,Victoria̴Suite̴Wimdmill̴Lane,Victoria Suite Wimdmill Lane,
2012,,Walsall̴Road,Walsall Road,
